protocol,success,hops,messages,match_error,utility,N,ttl,epsilon,alpha,metric,seed
RL-MADTSR,1,15,16,1.4222214256446457,0.2984060113052235,300,30,1.5,0.01,l1,9519
Epidemic,1,4,148,1.4888604161545949,0.0,300,40,1.5,0.01,l1,9519
RandomWalk,1,1,2,1.1147752615715107,0.9293288668428896,300,40,1.5,0.01,l1,9519
Heuristic-MADTSR,1,0,1,1.3265443983542076,0.99,300,40,1.5,0.01,l1,9519
RL-MADTSR,1,15,16,1.4222214256446457,0.2984060113052235,300,40,1.5,0.01,l1,9519
Epidemic,1,3,80,1.461964023179609,0.05555919037101842,300,10,1.5,0.01,l1,68339
RandomWalk,0,10,10,,0.0,300,10,1.5,0.01,l1,68339
Heuristic-MADTSR,1,1,2,1.3471481588469238,0.9293288668428896,300,10,1.5,0.01,l1,68339
RL-MADTSR,0,10,10,,0.0,300,10,1.5,0.01,l1,68339
Epidemic,1,3,80,1.461964023179609,0.05555919037101842,300,20,1.5,0.01,l1,68339
RandomWalk,0,20,20,,0.0,300,20,1.5,0.01,l1,68339
Heuristic-MADTSR,1,1,2,1.3471481588469238,0.9293288668428896,300,20,1.5,0.01,l1,68339
RL-MADTSR,0,20,20,,0.0,300,20,1.5,0.01,l1,68339
Epidemic,1,3,80,1.461964023179609,0.05555919037101842,300,30,1.5,0.01,l1,68339
RandomWalk,0,30,30,,0.0,300,30,1.5,0.01,l1,68339
Heuristic-MADTSR,1,1,2,1.3471481588469238,0.9293288668428896,300,30,1.5,0.01,l1,68339
RL-MADTSR,1,26,27,1.2743876960602574,0.0,300,30,1.5,0.01,l1,68339
Epidemic,1,3,80,1.461964023179609,0.05555919037101842,300,40,1.5,0.01,l1,68339
RandomWalk,1,20,21,1.2744660402960417,0.14345468195878017,300,40,1.5,0.01,l1,68339
Heuristic-MADTSR,1,1,2,1.3471481588469238,0.9293288668428896,300,40,1.5,0.01,l1,68339
RL-MADTSR,1,26,27,1.2743876960602574,0.0,300,40,1.5,0.01,l1,68339
Epidemic,1,3,38,0.7899468736102155,0.47555919037101846,300,10,1.5,0.01,l1,72784
RandomWalk,0,10,10,,0.0,300,10,1.5,0.01,l1,72784
Heuristic-MADTSR,1,5,6,1.189659093969586,0.7110515858035664,300,10,1.5,0.01,l1,72784
RL-MADTSR,0,10,10,,0.0,300,10,1.5,0.01,l1,72784
Epidemic,1,3,38,0.7899468736102155,0.47555919037101846,300,20,1.5,0.01,l1,72784
RandomWalk,0,20,20,,0.0,300,20,1.5,0.01,l1,72784
Heuristic-MADTSR,1,5,6,1.0148862489920578,0.7110515858035664,300,20,1.5,0.01,l1,72784
RL-MADTSR,0,20,20,,0.0,300,20,1.5,0.01,l1,72784
Epidemic,1,3,38,0.7899468736102155,0.47555919037101846,300,30,1.5,0.01,l1,72784
RandomWalk,1,17,18,1.3241000864071368,0.23312709387821823,300,30,1.5,0.01,l1,72784
Heuristic-MADTSR,1,5,6,1.0148862489920578,0.7110515858035664,300,30,1.5,0.01,l1,72784
RL-MADTSR,1,25,26,1.1690891491955224,0.012531793034012584,300,30,1.5,0.01,l1,72784
Epidemic,1,3,38,0.7899468736102155,0.47555919037101846,300,40,1.5,0.01,l1,72784
RandomWalk,0,35,35,,0.0,300,40,1.5,0.01,l1,72784
Heuristic-MADTSR,1,5,6,1.189659093969586,0.7110515858035664,300,40,1.5,0.01,l1,72784
RL-MADTSR,1,25,26,1.1690891491955224,0.012531793034012584,300,40,1.5,0.01,l1,72784
Epidemic,1,6,80,0.5334574820407043,0.0,300,10,1.5,0.01,l1,11823
RandomWalk,0,10,10,,0.0,300,10,1.5,0.01,l1,11823
Heuristic-MADTSR,1,6,7,1.3476566698138677,0.6619815282283126,300,10,1.5,0.01,l1,11823
RL-MADTSR,0,10,10,,0.0,300,10,1.5,0.01,l1,11823
Epidemic,1,6,80,0.5334574820407043,0.0,300,20,1.5,0.01,l1,11823
RandomWalk,0,20,20,,0.0,300,20,1.5,0.01,l1,11823
Heuristic-MADTSR,1,7,8,1.3476566698138677,0.6148911947429107,300,20,1.5,0.01,l1,11823
RL-MADTSR,0,20,20,,0.0,300,20,1.5,0.01,l1,11823
Epidemic,1,6,80,0.5334574820407043,0.0,300,30,1.5,0.01,l1,11823
RandomWalk,1,17,18,0.8972662567928777,0.23312709387821823,300,30,1.5,0.01,l1,11823
Heuristic-MADTSR,1,8,9,1.3476566698138677,0.5696802704843891,300,30,1.5,0.01,l1,11823
RL-MADTSR,0,30,30,,0.0,300,30,1.5,0.01,l1,11823
Epidemic,1,6,80,0.5334574820407043,0.0,300,40,1.5,0.01,l1,11823
RandomWalk,1,40,41,0.9529586816771254,0.0,300,40,1.5,0.01,l1,11823
Heuristic-MADTSR,1,9,10,1.3476566698138677,0.5262535236575561,300,40,1.5,0.01,l1,11823
RL-MADTSR,0,40,40,,0.0,300,40,1.5,0.01,l1,11823
Epidemic,1,5,154,1.44168350476808,0.0,300,10,1.5,0.01,l1,97666
RandomWalk,0,10,10,,0.0,300,10,1.5,0.01,l1,97666
Heuristic-MADTSR,0,10,10,,0.0,300,10,1.5,0.01,l1,97666
RL-MADTSR,1,1,2,1.1387806171443253,0.9293288668428896,300,10,1.5,0.01,l1,97666
Epidemic,1,5,154,1.44168350476808,0.0,300,20,1.5,0.01,l1,97666
RandomWalk,0,20,20,,0.0,300,20,1.5,0.01,l1,97666
Heuristic-MADTSR,0,20,20,,0.0,300,20,1.5,0.01,l1,97666
RL-MADTSR,1,1,2,1.1387806171443253,0.9293288668428896,300,20,1.5,0.01,l1,97666
Epidemic,1,5,154,1.44168350476808,0.0,300,30,1.5,0.01,l1,97666
RandomWalk,0,30,30,,0.0,300,30,1.5,0.01,l1,97666
Heuristic-MADTSR,1,13,14,1.400485987642653,0.36864751868031376,300,30,1.5,0.01,l1,97666
RL-MADTSR,1,1,2,1.1387806171443253,0.9293288668428896,300,30,1.5,0.01,l1,97666
Epidemic,1,5,154,1.44168350476808,0.0,300,40,1.5,0.01,l1,97666
RandomWalk,0,18,18,,0.0,300,40,1.5,0.01,l1,97666
Heuristic-MADTSR,0,40,40,,0.0,300,40,1.5,0.01,l1,97666
RL-MADTSR,1,1,2,1.1387806171443253,0.9293288668428896,300,40,1.5,0.01,l1,97666
Epidemic,1,0,1,1.3232101167488604,0.99,300,10,1.5,0.01,l1,32046
RandomWalk,1,3,4,1.4435478163948683,0.8155591903710184,300,10,1.5,0.01,l1,32046
Heuristic-MADTSR,1,1,2,0.8401054109246027,0.9293288668428896,300,10,1.5,0.01,l1,32046
RL-MADTSR,1,3,4,1.4334645030742896,0.8155591903710184,300,10,1.5,0.01,l1,32046
Epidemic,1,0,1,1.3232101167488604,0.99,300,20,1.5,0.01,l1,32046
RandomWalk,0,20,20,,0.0,300,20,1.5,0.01,l1,32046
Heuristic-MADTSR,1,1,2,0.8401054109246027,0.9293288668428896,300,20,1.5,0.01,l1,32046
RL-MADTSR,1,3,4,1.4334645030742896,0.8155591903710184,300,20,1.5,0.01,l1,32046
Epidemic,1,0,1,1.3232101167488604,0.99,300,30,1.5,0.01,l1,32046
RandomWalk,0,30,30,,0.0,300,30,1.5,0.01,l1,32046
Heuristic-MADTSR,1,1,2,0.8401054109246027,0.9293288668428896,300,30,1.5,0.01,l1,32046
RL-MADTSR,1,3,4,1.4334645030742896,0.8155591903710184,300,30,1.5,0.01,l1,32046
Epidemic,1,0,1,1.3232101167488604,0.99,300,40,1.5,0.01,l1,32046
RandomWalk,0,18,18,,0.0,300,40,1.5,0.01,l1,32046
Heuristic-MADTSR,1,1,2,0.8401054109246027,0.9293288668428896,300,40,1.5,0.01,l1,32046
RL-MADTSR,1,3,4,1.4334645030742896,0.8155591903710184,300,40,1.5,0.01,l1,32046
Epidemic,1,4,119,1.1559640216178326,0.0,300,10,1.5,0.01,l1,31832
RandomWalk,1,1,2,0.9369750841188975,0.9293288668428896,300,10,1.5,0.01,l1,31832
Heuristic-MADTSR,0,10,10,,0.0,300,10,1.5,0.01,l1,31832
RL-MADTSR,0,10,10,,0.0,300,10,1.5,0.01,l1,31832
Epidemic,1,4,119,1.1559640216178326,0.0,300,20,1.5,0.01,l1,31832
RandomWalk,1,7,8,0.9369750841188975,0.6148911947429107,300,20,1.5,0.01,l1,31832
Heuristic-MADTSR,0,20,20,,0.0,300,20,1.5,0.01,l1,31832
RL-MADTSR,1,17,18,1.4037188746321112,0.23312709387821823,300,20,1.5,0.01,l1,31832
Epidemic,1,4,119,1.1559640216178326,0.0,300,30,1.5,0.01,l1,31832
RandomWalk,0,10,10,,0.0,300,30,1.5,0.01,l1,31832
Heuristic-MADTSR,0,19,19,,0.0,300,30,1.5,0.01,l1,31832
RL-MADTSR,1,17,18,1.4037188746321112,0.23312709387821823,300,30,1.5,0.01,l1,31832
Epidemic,1,4,119,1.1559640216178326,0.0,300,40,1.5,0.01,l1,31832
RandomWalk,1,3,4,0.9369750841188975,0.8155591903710184,300,40,1.5,0.01,l1,31832
Heuristic-MADTSR,1,37,38,1.0424793415538265,0.0,300,40,1.5,0.01,l1,31832
RL-MADTSR,1,17,18,1.4037188746321112,0.23312709387821823,300,40,1.5,0.01,l1,31832
Epidemic,1,2,47,1.4005635052143988,0.4312252974212047,300,10,1.5,0.01,l1,29697
RandomWalk,1,6,7,1.0123954119980716,0.6619815282283126,300,10,1.5,0.01,l1,29697
Heuristic-MADTSR,1,1,2,1.4239356822099778,0.9293288668428896,300,10,1.5,0.01,l1,29697
RL-MADTSR,1,1,2,1.3825007708709922,0.9293288668428896,300,10,1.5,0.01,l1,29697
Epidemic,1,2,47,1.4005635052143988,0.4312252974212047,300,20,1.5,0.01,l1,29697
RandomWalk,0,20,20,,0.0,300,20,1.5,0.01,l1,29697
Heuristic-MADTSR,1,1,2,1.4239356822099778,0.9293288668428896,300,20,1.5,0.01,l1,29697
RL-MADTSR,1,1,2,1.3825007708709922,0.9293288668428896,300,20,1.5,0.01,l1,29697
Epidemic,1,2,47,1.4005635052143988,0.4312252974212047,300,30,1.5,0.01,l1,29697
RandomWalk,1,22,23,0.7654937290727364,0.08854230087321899,300,30,1.5,0.01,l1,29697
Heuristic-MADTSR,1,1,2,1.4239356822099778,0.9293288668428896,300,30,1.5,0.01,l1,29697
RL-MADTSR,1,1,2,1.3825007708709922,0.9293288668428896,300,30,1.5,0.01,l1,29697
Epidemic,1,2,47,1.4005635052143988,0.4312252974212047,300,40,1.5,0.01,l1,29697
RandomWalk,1,6,7,1.4283209783386923,0.6619815282283126,300,40,1.5,0.01,l1,29697
Heuristic-MADTSR,1,1,2,1.4239356822099778,0.9293288668428896,300,40,1.5,0.01,l1,29697
RL-MADTSR,1,1,2,1.3825007708709922,0.9293288668428896,300,40,1.5,0.01,l1,29697
Epidemic,1,2,38,1.166414281001366,0.5212252974212047,300,10,1.5,0.01,l1,46120
RandomWalk,0,10,10,,0.0,300,10,1.5,0.01,l1,46120
Heuristic-MADTSR,1,3,4,1.4362200793070192,0.8155591903710184,300,10,1.5,0.01,l1,46120
RL-MADTSR,1,1,2,1.0275232186390122,0.9293288668428896,300,10,1.5,0.01,l1,46120
Epidemic,1,2,38,1.166414281001366,0.5212252974212047,300,20,1.5,0.01,l1,46120
RandomWalk,1,19,20,1.4866782491887125,0.1723205880531552,300,20,1.5,0.01,l1,46120
Heuristic-MADTSR,0,20,20,,0.0,300,20,1.5,0.01,l1,46120
RL-MADTSR,1,1,2,1.0275232186390122,0.9293288668428896,300,20,1.5,0.01,l1,46120
Epidemic,1,2,38,1.166414281001366,0.5212252974212047,300,30,1.5,0.01,l1,46120
RandomWalk,0,30,30,,0.0,300,30,1.5,0.01,l1,46120
Heuristic-MADTSR,1,3,4,1.4362200793070192,0.8155591903710184,300,30,1.5,0.01,l1,46120
RL-MADTSR,1,1,2,1.0275232186390122,0.9293288668428896,300,30,1.5,0.01,l1,46120
Epidemic,1,2,38,1.166414281001366,0.5212252974212047,300,40,1.5,0.01,l1,46120
RandomWalk,1,8,9,1.4866782491887125,0.5696802704843891,300,40,1.5,0.01,l1,46120
Heuristic-MADTSR,1,3,4,1.4362200793070192,0.8155591903710184,300,40,1.5,0.01,l1,46120
RL-MADTSR,1,1,2,1.0275232186390122,0.9293288668428896,300,40,1.5,0.01,l1,46120
Epidemic,1,3,66,1.1303690179372408,0.19555919037101843,300,10,1.5,0.01,l1,17783
RandomWalk,0,10,10,,0.0,300,10,1.5,0.01,l1,17783
Heuristic-MADTSR,1,2,3,0.9036907443251783,0.8712252974212047,300,10,1.5,0.01,l1,17783
RL-MADTSR,1,9,10,0.902254155326365,0.5262535236575561,300,10,1.5,0.01,l1,17783
Epidemic,1,3,66,1.1303690179372408,0.19555919037101843,300,20,1.5,0.01,l1,17783
RandomWalk,0,20,20,,0.0,300,20,1.5,0.01,l1,17783
Heuristic-MADTSR,1,3,4,0.9036907443251783,0.8155591903710184,300,20,1.5,0.01,l1,17783
RL-MADTSR,1,9,10,0.902254155326365,0.5262535236575561,300,20,1.5,0.01,l1,17783
Epidemic,1,3,66,1.1303690179372408,0.19555919037101843,300,30,1.5,0.01,l1,17783
RandomWalk,1,28,29,1.4663862125535418,0.0,300,30,1.5,0.01,l1,17783
Heuristic-MADTSR,1,2,3,0.9036907443251783,0.8712252974212047,300,30,1.5,0.01,l1,17783
RL-MADTSR,1,9,10,0.902254155326365,0.5262535236575561,300,30,1.5,0.01,l1,17783
Epidemic,1,3,66,1.1303690179372408,0.19555919037101843,300,40,1.5,0.01,l1,17783
RandomWalk,1,39,40,0.7797966156735741,0.0,300,40,1.5,0.01,l1,17783
Heuristic-MADTSR,1,2,3,0.9036907443251783,0.8712252974212047,300,40,1.5,0.01,l1,17783
RL-MADTSR,1,9,10,0.902254155326365,0.5262535236575561,300,40,1.5,0.01,l1,17783
Epidemic,1,7,144,0.9936168500498698,0.0,300,10,1.5,0.01,l1,42477
RandomWalk,0,4,4,,0.0,300,10,1.5,0.01,l1,42477
Heuristic-MADTSR,1,9,10,1.3915136072160417,0.5262535236575561,300,10,1.5,0.01,l1,42477
RL-MADTSR,0,10,10,,0.0,300,10,1.5,0.01,l1,42477
Epidemic,1,7,144,0.9936168500498698,0.0,300,20,1.5,0.01,l1,42477
RandomWalk,0,3,3,,0.0,300,20,1.5,0.01,l1,42477
Heuristic-MADTSR,1,5,6,0.7433344370033008,0.7110515858035664,300,20,1.5,0.01,l1,42477
RL-MADTSR,0,20,20,,0.0,300,20,1.5,0.01,l1,42477
Epidemic,1,7,144,0.9936168500498698,0.0,300,30,1.5,0.01,l1,42477
RandomWalk,0,3,3,,0.0,300,30,1.5,0.01,l1,42477
Heuristic-MADTSR,0,30,30,,0.0,300,30,1.5,0.01,l1,42477
RL-MADTSR,1,23,24,1.0036917266985002,0.06240140152949969,300,30,1.5,0.01,l1,42477
Epidemic,1,7,144,0.9936168500498698,0.0,300,40,1.5,0.01,l1,42477
RandomWalk,0,3,3,,0.0,300,40,1.5,0.01,l1,42477
Heuristic-MADTSR,1,31,32,1.023195072006028,0.0,300,40,1.5,0.01,l1,42477
RL-MADTSR,1,23,24,1.0036917266985002,0.06240140152949969,300,40,1.5,0.01,l1,42477
Epidemic,1,4,129,1.4906425653200364,0.0,300,10,1.5,0.01,l1,20998
RandomWalk,0,10,10,,0.0,300,10,1.5,0.01,l1,20998
Heuristic-MADTSR,1,1,2,1.3221667462651707,0.9293288668428896,300,10,1.5,0.01,l1,20998
RL-MADTSR,0,10,10,,0.0,300,10,1.5,0.01,l1,20998
Epidemic,1,4,129,1.4906425653200364,0.0,300,20,1.5,0.01,l1,20998
RandomWalk,0,20,20,,0.0,300,20,1.5,0.01,l1,20998
Heuristic-MADTSR,1,14,15,1.3221667462651707,0.33287377253122963,300,20,1.5,0.01,l1,20998
RL-MADTSR,0,20,20,,0.0,300,20,1.5,0.01,l1,20998
Epidemic,1,4,129,1.4906425653200364,0.0,300,30,1.5,0.01,l1,20998
RandomWalk,0,30,30,,0.0,300,30,1.5,0.01,l1,20998
Heuristic-MADTSR,1,1,2,1.3221667462651707,0.9293288668428896,300,30,1.5,0.01,l1,20998
RL-MADTSR,0,30,30,,0.0,300,30,1.5,0.01,l1,20998
Epidemic,1,4,129,1.4906425653200364,0.0,300,40,1.5,0.01,l1,20998
RandomWalk,0,40,40,,0.0,300,40,1.5,0.01,l1,20998
Heuristic-MADTSR,1,1,2,1.3221667462651707,0.9293288668428896,300,40,1.5,0.01,l1,20998
RL-MADTSR,0,40,40,,0.0,300,40,1.5,0.01,l1,20998
Epidemic,1,3,48,1.1907308678061517,0.3755591903710185,300,10,1.5,0.01,l1,5141
RandomWalk,0,6,6,,0.0,300,10,1.5,0.01,l1,5141
Heuristic-MADTSR,0,10,10,,0.0,300,10,1.5,0.01,l1,5141
RL-MADTSR,0,10,10,,0.0,300,10,1.5,0.01,l1,5141
Epidemic,1,3,48,1.1907308678061517,0.3755591903710185,300,20,1.5,0.01,l1,5141
RandomWalk,0,20,20,,0.0,300,20,1.5,0.01,l1,5141
Heuristic-MADTSR,0,15,15,,0.0,300,20,1.5,0.01,l1,5141
RL-MADTSR,0,20,20,,0.0,300,20,1.5,0.01,l1,5141
Epidemic,1,3,48,1.1907308678061517,0.3755591903710185,300,30,1.5,0.01,l1,5141
RandomWalk,0,30,30,,0.0,300,30,1.5,0.01,l1,5141
Heuristic-MADTSR,1,22,23,1.3479004677289608,0.08854230087321899,300,30,1.5,0.01,l1,5141
RL-MADTSR,0,30,30,,0.0,300,30,1.5,0.01,l1,5141
Epidemic,1,3,48,1.1907308678061517,0.3755591903710185,300,40,1.5,0.01,l1,5141
RandomWalk,1,28,29,1.4920122962683884,0.0,300,40,1.5,0.01,l1,5141
Heuristic-MADTSR,1,35,36,1.299153192733925,0.0,300,40,1.5,0.01,l1,5141
RL-MADTSR,0,40,40,,0.0,300,40,1.5,0.01,l1,5141
Epidemic,1,4,73,1.2761050395582019,0.08220703671193896,300,10,1.5,0.01,l1,36873
RandomWalk,0,10,10,,0.0,300,10,1.5,0.01,l1,36873
Heuristic-MADTSR,1,1,2,1.3339793557708128,0.9293288668428896,300,10,1.5,0.01,l1,36873
RL-MADTSR,1,2,3,1.3139848575128679,0.8712252974212047,300,10,1.5,0.01,l1,36873
Epidemic,1,4,73,1.2761050395582019,0.08220703671193896,300,20,1.5,0.01,l1,36873
RandomWalk,0,20,20,,0.0,300,20,1.5,0.01,l1,36873
Heuristic-MADTSR,1,1,2,1.3339793557708128,0.9293288668428896,300,20,1.5,0.01,l1,36873
RL-MADTSR,1,2,3,1.3139848575128679,0.8712252974212047,300,20,1.5,0.01,l1,36873
Epidemic,1,4,73,1.2761050395582019,0.08220703671193896,300,30,1.5,0.01,l1,36873
RandomWalk,0,17,17,,0.0,300,30,1.5,0.01,l1,36873
Heuristic-MADTSR,1,1,2,1.3339793557708128,0.9293288668428896,300,30,1.5,0.01,l1,36873
RL-MADTSR,1,2,3,1.3139848575128679,0.8712252974212047,300,30,1.5,0.01,l1,36873
Epidemic,1,4,73,1.2761050395582019,0.08220703671193896,300,40,1.5,0.01,l1,36873
RandomWalk,1,5,6,1.3510333462033386,0.7110515858035664,300,40,1.5,0.01,l1,36873
Heuristic-MADTSR,1,1,2,1.3339793557708128,0.9293288668428896,300,40,1.5,0.01,l1,36873
RL-MADTSR,1,2,3,1.3139848575128679,0.8712252974212047,300,40,1.5,0.01,l1,36873
Epidemic,1,10,167,1.174241255347351,0.0,300,10,1.5,0.01,l1,67226
RandomWalk,1,2,3,1.2733061149863907,0.8712252974212047,300,10,1.5,0.01,l1,67226
Heuristic-MADTSR,0,10,10,,0.0,300,10,1.5,0.01,l1,67226
RL-MADTSR,0,10,10,,0.0,300,10,1.5,0.01,l1,67226
Epidemic,1,10,167,1.174241255347351,0.0,300,20,1.5,0.01,l1,67226
RandomWalk,0,20,20,,0.0,300,20,1.5,0.01,l1,67226
Heuristic-MADTSR,1,19,20,1.1854917894465735,0.1723205880531552,300,20,1.5,0.01,l1,67226
RL-MADTSR,0,20,20,,0.0,300,20,1.5,0.01,l1,67226
Epidemic,1,10,167,1.174241255347351,0.0,300,30,1.5,0.01,l1,67226
RandomWalk,0,30,30,,0.0,300,30,1.5,0.01,l1,67226
Heuristic-MADTSR,1,11,12,1.1854917894465735,0.4443955181193583,300,30,1.5,0.01,l1,67226
RL-MADTSR,0,30,30,,0.0,300,30,1.5,0.01,l1,67226
Epidemic,1,10,167,1.174241255347351,0.0,300,40,1.5,0.01,l1,67226
RandomWalk,0,40,40,,0.0,300,40,1.5,0.01,l1,67226
Heuristic-MADTSR,1,10,11,1.1854917894465735,0.4845205479701943,300,40,1.5,0.01,l1,67226
RL-MADTSR,0,36,36,,0.0,300,40,1.5,0.01,l1,67226
Epidemic,1,4,109,0.9864203214070209,0.0,300,10,1.5,0.01,l2,76308
RandomWalk,0,10,10,,0.0,300,10,1.5,0.01,l2,76308
Heuristic-MADTSR,1,5,6,1.443436063724632,0.7110515858035664,300,10,1.5,0.01,l2,76308
RL-MADTSR,1,9,10,1.4448101182176871,0.5262535236575561,300,10,1.5,0.01,l2,76308
Epidemic,1,4,109,0.9864203214070209,0.0,300,20,1.5,0.01,l2,76308
RandomWalk,1,8,9,1.373418161674505,0.5696802704843891,300,20,1.5,0.01,l2,76308
Heuristic-MADTSR,1,5,6,1.443436063724632,0.7110515858035664,300,20,1.5,0.01,l2,76308
RL-MADTSR,1,9,10,1.4448101182176871,0.5262535236575561,300,20,1.5,0.01,l2,76308
Epidemic,1,4,109,0.9864203214070209,0.0,300,30,1.5,0.01,l2,76308
RandomWalk,1,11,12,1.373418161674505,0.4443955181193583,300,30,1.5,0.01,l2,76308
Heuristic-MADTSR,1,2,3,1.1172132990979629,0.8712252974212047,300,30,1.5,0.01,l2,76308
RL-MADTSR,1,9,10,1.4448101182176871,0.5262535236575561,300,30,1.5,0.01,l2,76308
Epidemic,1,4,109,0.9864203214070209,0.0,300,40,1.5,0.01,l2,76308
RandomWalk,1,12,13,1.373418161674505,0.40579695766745594,300,40,1.5,0.01,l2,76308
Heuristic-MADTSR,1,11,12,1.443436063724632,0.4443955181193583,300,40,1.5,0.01,l2,76308
RL-MADTSR,1,9,10,1.4448101182176871,0.5262535236575561,300,40,1.5,0.01,l2,76308
Epidemic,1,3,59,0.5684286482839134,0.2655591903710185,300,10,1.5,0.01,l2,35333
RandomWalk,0,10,10,,0.0,300,10,1.5,0.01,l2,35333
Heuristic-MADTSR,0,10,10,,0.0,300,10,1.5,0.01,l2,35333
RL-MADTSR,1,5,6,0.8082048028203507,0.7110515858035664,300,10,1.5,0.01,l2,35333
Epidemic,1,3,59,0.5684286482839134,0.2655591903710185,300,20,1.5,0.01,l2,35333
RandomWalk,0,20,20,,0.0,300,20,1.5,0.01,l2,35333
Heuristic-MADTSR,1,16,17,0.9184110159138099,0.2651780592663566,300,20,1.5,0.01,l2,35333
RL-MADTSR,1,5,6,0.8082048028203507,0.7110515858035664,300,20,1.5,0.01,l2,35333
Epidemic,1,3,59,0.5684286482839134,0.2655591903710185,300,30,1.5,0.01,l2,35333
RandomWalk,0,30,30,,0.0,300,30,1.5,0.01,l2,35333
Heuristic-MADTSR,1,18,19,0.9184110159138099,0.202193475893505,300,30,1.5,0.01,l2,35333
RL-MADTSR,1,5,6,0.8082048028203507,0.7110515858035664,300,30,1.5,0.01,l2,35333
Epidemic,1,3,59,0.5684286482839134,0.2655591903710185,300,40,1.5,0.01,l2,35333
RandomWalk,0,40,40,,0.0,300,40,1.5,0.01,l2,35333
Heuristic-MADTSR,0,27,27,,0.0,300,40,1.5,0.01,l2,35333
RL-MADTSR,1,5,6,0.8082048028203507,0.7110515858035664,300,40,1.5,0.01,l2,35333
Epidemic,1,1,18,0.9467290970552149,0.7693288668428897,300,10,1.5,0.01,l2,32374
RandomWalk,0,10,10,,0.0,300,10,1.5,0.01,l2,32374
Heuristic-MADTSR,0,4,4,,0.0,300,10,1.5,0.01,l2,32374
RL-MADTSR,1,3,4,1.463990345577837,0.8155591903710184,300,10,1.5,0.01,l2,32374
Epidemic,1,1,18,0.9467290970552149,0.7693288668428897,300,20,1.5,0.01,l2,32374
RandomWalk,0,20,20,,0.0,300,20,1.5,0.01,l2,32374
Heuristic-MADTSR,0,20,20,,0.0,300,20,1.5,0.01,l2,32374
RL-MADTSR,1,3,4,1.463990345577837,0.8155591903710184,300,20,1.5,0.01,l2,32374
Epidemic,1,1,18,0.9467290970552149,0.7693288668428897,300,30,1.5,0.01,l2,32374
RandomWalk,0,30,30,,0.0,300,30,1.5,0.01,l2,32374
Heuristic-MADTSR,1,16,17,1.3982962600529325,0.2651780592663566,300,30,1.5,0.01,l2,32374
RL-MADTSR,1,3,4,1.463990345577837,0.8155591903710184,300,30,1.5,0.01,l2,32374
Epidemic,1,1,18,0.9467290970552149,0.7693288668428897,300,40,1.5,0.01,l2,32374
RandomWalk,0,40,40,,0.0,300,40,1.5,0.01,l2,32374
Heuristic-MADTSR,0,4,4,,0.0,300,40,1.5,0.01,l2,32374
RL-MADTSR,1,3,4,1.463990345577837,0.8155591903710184,300,40,1.5,0.01,l2,32374
Epidemic,1,0,1,1.405444872741325,0.99,300,10,1.5,0.01,l2,78746
RandomWalk,0,10,10,,0.0,300,10,1.5,0.01,l2,78746
Heuristic-MADTSR,1,2,3,0.9819005550212605,0.8712252974212047,300,10,1.5,0.01,l2,78746
RL-MADTSR,1,5,6,1.4507423090576599,0.7110515858035664,300,10,1.5,0.01,l2,78746
Epidemic,1,0,1,1.405444872741325,0.99,300,20,1.5,0.01,l2,78746
RandomWalk,0,20,20,,0.0,300,20,1.5,0.01,l2,78746
Heuristic-MADTSR,1,2,3,0.9819005550212605,0.8712252974212047,300,20,1.5,0.01,l2,78746
RL-MADTSR,1,5,6,1.4507423090576599,0.7110515858035664,300,20,1.5,0.01,l2,78746
Epidemic,1,0,1,1.405444872741325,0.99,300,30,1.5,0.01,l2,78746
RandomWalk,0,30,30,,0.0,300,30,1.5,0.01,l2,78746
Heuristic-MADTSR,1,1,2,0.9819005550212605,0.9293288668428896,300,30,1.5,0.01,l2,78746
RL-MADTSR,1,5,6,1.4507423090576599,0.7110515858035664,300,30,1.5,0.01,l2,78746
Epidemic,1,0,1,1.405444872741325,0.99,300,40,1.5,0.01,l2,78746
RandomWalk,0,22,22,,0.0,300,40,1.5,0.01,l2,78746
Heuristic-MADTSR,1,1,2,0.9819005550212605,0.9293288668428896,300,40,1.5,0.01,l2,78746
RL-MADTSR,1,5,6,1.4507423090576599,0.7110515858035664,300,40,1.5,0.01,l2,78746
Epidemic,1,4,104,1.3565958964646974,0.0,300,10,1.5,0.01,l2,68118
RandomWalk,0,10,10,,0.0,300,10,1.5,0.01,l2,68118
Heuristic-MADTSR,0,8,8,,0.0,300,10,1.5,0.01,l2,68118
RL-MADTSR,1,4,5,1.4529129023075706,0.7622070367119389,300,10,1.5,0.01,l2,68118
Epidemic,1,4,104,1.3565958964646974,0.0,300,20,1.5,0.01,l2,68118
RandomWalk,1,10,11,1.3541729511922571,0.4845205479701943,300,20,1.5,0.01,l2,68118
Heuristic-MADTSR,1,9,10,1.3440234797853072,0.5262535236575561,300,20,1.5,0.01,l2,68118
RL-MADTSR,1,4,5,1.4529129023075706,0.7622070367119389,300,20,1.5,0.01,l2,68118
Epidemic,1,4,104,1.3565958964646974,0.0,300,30,1.5,0.01,l2,68118
RandomWalk,1,5,6,1.3541729511922571,0.7110515858035664,300,30,1.5,0.01,l2,68118
Heuristic-MADTSR,1,12,13,1.3440234797853072,0.40579695766745594,300,30,1.5,0.01,l2,68118
RL-MADTSR,1,4,5,1.4529129023075706,0.7622070367119389,300,30,1.5,0.01,l2,68118
Epidemic,1,4,104,1.3565958964646974,0.0,300,40,1.5,0.01,l2,68118
